timestamp,source,destination
1,27,97
1,28,29
1,28,38
1,28,64
1,28,69
1,28,97
1,29,30
1,29,45
1,29,53
1,29,57
1,29,66
1,29,79
1,29,86
1,29,93
1,29,96
1,29,99
1,30,42
1,30,63
1,30,81
1,31,36
1,31,52
1,31,63
1,31,69
1,31,73
1,31,82
1,32,45
1,32,52
1,32,56
1,32,58
1,32,69
1,32,71
1,32,89
1,33,35
1,33,40
1,33,48
1,33,60
1,33,63
1,33,72
1,33,77
1,33,85
1,33,86
1,33,94
1,34,43
1,34,58
1,34,68
1,34,70
1,34,82
1,34,86
1,34,89
1,34,91
1,35,40
1,35,45
1,35,46
1,35,75
1,35,86
1,35,88
1,35,92
1,35,95
1,36,39
1,36,67
1,36,77
1,36,80
1,36,81
1,36,84
1,36,90
1,37,45
1,37,49
1,37,50
1,37,66
1,37,71
1,37,77
1,37,79
1,37,86
1,37,89
1,37,97
1,37,98
1,38,41
1,38,47
1,38,50
1,38,57
1,38,67
1,38,82
1,38,83
1,39,48
1,39,56
1,39,59
1,39,87
1,39,90
1,39,92
1,39,99
1,40,44
1,40,50
1,40,63
1,40,67
1,40,89
1,40,97
1,41,57
1,41,64
1,41,66
1,41,71
1,41,80
1,41,86
1,41,91
1,42,57
1,42,74
1,42,80
1,42,81
1,42,91
1,42,95
1,43,48
1,43,56
1,43,62
1,43,81
1,43,85
1,43,88
1,44,49
1,44,53
1,44,60
1,44,72
1,44,76
1,44,79
1,44,80
1,44,99
1,45,46
1,45,49
1,45,54
1,45,87
1,46,65
1,46,68
1,46,81
1,46,85
1,46,93
1,47,49
1,47,58
1,47,77
1,47,79
1,47,80
1,47,82
1,47,90
1,47,91
1,47,94
1,48,56
1,48,63
1,48,66
1,48,71
1,48,75
1,48,78
1,48,83
1,48,86
1,48,98
1,49,59
1,49,74
1,49,84
1,49,88
1,50,52
1,50,60
1,50,67
1,50,69
1,50,85
1,50,91
1,50,92
1,51,63
1,51,73
1,51,77
1,51,79
1,51,87
1,51,89
1,51,90
1,51,91
1,51,93
1,52,60
1,52,61
1,52,71
1,52,72
1,52,80
1,52,86
1,52,92
1,53,66
1,53,73
1,53,92
1,54,61
1,54,76
1,54,85
1,54,90
1,55,56
1,55,90
1,56,60
1,56,76
1,56,84
1,56,95
1,57,75
1,57,89
1,57,93
1,57,94
1,58,61
1,58,65
1,58,74
1,58,94
1,59,64
1,59,71
1,59,86
1,60,63
1,60,71
1,60,73
1,60,76
1,60,78
1,60,90
1,60,93
1,61,73
1,61,74
1,61,80
1,62,74
1,62,77
1,62,78
1,62,87
1,63,75
1,63,80
1,63,82
1,63,87
1,63,90
1,63,91
1,63,93
1,63,95
1,64,68
1,64,73
1,64,76
1,64,88
1,64,96
1,65,72
1,65,84
1,66,70
1,66,72
1,66,75
1,66,87
1,66,97
1,66,98
1,67,68
1,67,80
1,67,85
1,68,69
1,68,72
1,68,74
1,68,75
1,68,77
1,68,78
1,68,90
1,68,94
1,69,77
1,69,79
1,69,86
1,70,79
1,70,96
1,71,77
1,71,88
1,72,83
1,72,91
1,73,78
1,73,84
1,73,89
1,74,81
1,74,89
1,74,94
1,75,98
1,75,99
1,77,81
1,77,85
1,77,97
1,78,80
1,79,87
1,79,97
1,80,81
1,80,97
1,81,82
1,83,98
1,84,96
1,86,87
1,86,91
1,88,90
1,89,95
1,94,96
1,94,98
1,95,98
1,96,97
2,0,3
2,0,6
2,0,8
2,0,13
2,0,28
2,0,32
2,0,42
2,0,67
2,0,68
2,0,75
2,0,90
2,0,98
2,1,13
2,1,21
2,1,22
2,1,23
2,1,28
2,1,30
2,1,32
2,1,42
2,1,49
2,1,52
2,1,62
2,1,69
2,1,70
2,1,75
2,1,84
2,1,89
2,1,91
2,2,20
2,2,23
2,2,31
2,2,40
2,2,44
2,2,47
2,2,52
2,2,53
2,2,59
2,2,61
2,2,70
2,2,71
2,2,72
2,2,83
2,2,86
2,2,94
2,3,6
2,3,7
2,3,14
2,3,15
2,3,20
2,3,26
2,3,40
2,3,42
2,3,46
2,3,51
2,3,63
2,3,85
2,3,97
2,4,8
2,4,23
2,4,31
2,4,40
2,4,41
2,4,43
2,4,49
2,4,71
2,4,89
2,4,95
2,5,14
2,5,18
2,5,22
2,5,24
2,5,25
2,5,42
2,5,46
2,5,52
2,5,55
2,5,71
2,5,80
2,5,84
2,5,89
2,5,94
2,5,98
2,6,8
2,6,11
2,6,15
2,6,16
2,6,34
2,6,41
2,6,43
2,6,55
2,6,67
2,6,69
2,6,83
2,6,88
2,6,90
2,7,9
2,7,26
2,7,51
2,7,54
2,7,64
2,7,69
2,7,76
2,7,80
2,7,81
2,7,92
2,8,13
2,8,15
2,8,30
2,8,32
2,8,36
2,8,44
2,8,49
2,8,61
2,8,77
2,9,11
2,9,21
2,9,45
2,9,47
2,9,50
2,9,55
2,9,68
2,9,89
2,10,11
2,10,12
2,10,22
2,10,27
2,10,34
2,10,46
2,10,48
2,10,58
2,10,68
2,10,71
2,10,85
2,11,16
2,11,17
2,11,23
2,11,25
2,11,26
2,11,27
2,11,29
2,11,45
2,11,46
2,11,53
2,11,56
2,11,63
2,11,71
2,11,93
2,12,31
2,12,58
2,12,60
2,12,69
2,12,79
2,12,81
2,12,100
2,13,26
2,13,29
2,13,36
2,13,42
2,13,50
2,13,58
2,13,80
2,14,26
2,14,38
2,14,40
2,14,52
2,14,63
2,14,84
2,14,91
2,14,98
2,15,72
2,15,75
2,15,79
2,15,80
2,15,90
2,16,30
2,16,35
2,16,46
2,16,56
2,16,59
2,16,77
2,16,79
2,16,90
2,16,95
2,17,26
2,17,31
2,17,36
2,17,46
2,17,47
2,17,54
2,17,57
2,17,60
2,17,63
2,17,66
2,17,69
2,17,82
2,17,99
2,18,35
2,18,42
2,18,52
2,18,54
2,18,59
2,18,60
2,18,76
2,18,87
2,18,89
2,18,92
2,19,21
2,19,28
2,19,41
2,19,43
2,19,48
2,19,53
2,19,68
2,19,72
2,19,79
2,19,82
2,19,87
2,19,97
2,19,98
2,20,21
2,20,24
2,20,26
2,20,39
2,20,57
2,20,59
2,20,85
2,20,89
2,20,90
2,21,50
2,21,58
2,21,59
2,21,61
2,21,69
2,21,76
2,21,85
2,21,89
2,21,91
2,22,34
2,22,53
2,22,75
2,22,79
2,22,88
2,22,91
2,23,29
2,23,31
2,23,32
2,23,35
2,23,40
2,23,42
2,23,49
2,23,62
2,23,65
2,23,76
2,23,79
2,24,27
2,24,30
2,24,49
2,24,66
2,24,68
2,24,71
2,24,76
2,24,78
2,24,87
2,24,88
2,24,92
2,25,38
2,25,46
2,25,55
2,25,59
2,25,76
2,25,89
2,25,92
2,25,98
2,25,100
2,26,35
2,26,40
2,26,60
2,26,64
2,26,66
2,26,68
2,26,82
2,26,84
2,26,86
2,26,88
2,26,90
2,26,100
2,27,40
2,27,53
2,27,69
2,27,74
2,27,98
2,28,36
2,28,38
2,28,57
2,28,58
2,28,61
2,29,62
2,29,67
2,29,74
2,29,76
2,29,85
2,29,92
2,30,32
2,30,36
2,30,55
2,30,65
2,30,69
2,30,79
2,30,85
2,30,89
2,30,93
2,30,94
2,30,98
2,30,99
2,31,39
2,31,40
2,31,47
2,31,70
2,31,85
2,31,89
2,31,91
2,31,100
2,32,43
2,32,69
2,32,70
2,32,86
2,32,87
2,32,95
2,33,45
2,33,47
2,33,52
2,33,66
2,33,74
2,33,83
2,34,36
2,34,40
2,34,42
2,34,54
2,34,65
2,34,92
2,34,98
2,35,39
2,35,40
2,35,43
2,35,60
2,35,71
2,35,72
2,36,38
2,36,39
2,36,40
2,36,43
2,36,53
2,36,58
2,36,62
2,36,64
2,36,69
2,36,76
2,36,91
2,36,93
2,36,95
2,37,40
2,37,68
2,37,73
2,37,88
2,37,95
2,37,100
2,38,59
2,38,61
2,38,62
2,38,63
2,38,95
2,38,99
2,39,45
2,39,71
2,39,77
2,39,85
2,40,46
2,40,53
2,40,55
2,40,66
2,40,67
2,40,68
2,40,72
2,40,76
2,40,87
2,41,42
2,41,44
2,41,48
2,41,54
2,41,65
2,41,67
2,41,71
2,41,97
2,42,67
2,42,74
2,42,80
2,42,83
2,42,84
2,43,47
2,43,52
2,43,60
2,43,92
2,44,45
2,44,53
2,44,61
2,44,67
2,44,69
2,44,76
2,44,81
2,44,82
2,44,90
2,44,91
2,44,100
2,45,51
2,45,54
2,45,59
2,45,90
2,45,92
2,45,95
2,46,49
2,46,52
2,46,54
2,46,59
2,46,68
2,46,75
2,46,81
2,46,99
2,47,58
2,47,66
2,47,69
2,47,73
2,47,98
2,48,52
2,48,67
2,48,70
2,48,71
2,48,81
2,48,83
2,48,85
2,48,92
2,48,94
2,48,98
2,49,54
2,49,62
2,49,100
2,50,56
2,50,72
2,50,76
2,50,88
2,50,90
2,50,92
2,50,94
2,50,95
2,50,98
2,51,56
2,51,73
2,51,83
2,51,86
2,51,98
2,52,57
2,52,62
2,52,70
2,52,91
2,53,55
2,53,64
2,53,78
2,53,81
2,53,88
2,54,64
2,54,70
2,54,74
2,54,97
2,55,56
2,55,82
2,55,83
2,55,92
2,55,95
2,56,67
2,56,69
2,56,71
2,56,72
2,56,87
2,57,64
2,57,67
2,57,68
2,57,71
2,57,74
2,57,82
2,57,83
2,57,86
2,58,87
2,58,89
2,58,92
2,59,83
2,59,96
2,59,97
2,59,98
2,60,69
2,61,71
2,61,84
2,62,80
2,62,88
2,62,90
2,63,70
2,63,75
2,63,87
2,64,74
2,64,80
2,64,82
2,64,84
2,64,87
2,65,72
2,65,90
2,65,91
2,66,72
2,66,74
2,66,76
2,66,78
2,66,82
2,66,85
2,66,89
2,66,94
2,67,76
2,67,79
2,68,79
2,68,83
2,69,72
2,69,83
2,69,86
2,69,94
2,69,99
2,70,94
2,70,98
2,71,79
2,71,84
2,71,86
2,71,87
2,71,94
2,71,98
2,72,73
2,72,82
2,72,83
2,72,90
2,72,91
2,73,79
2,73,99
2,74,77
2,75,90
2,76,82
2,76,85
2,76,95
2,77,78
2,77,97
2,78,91
2,78,95
2,79,81
2,79,82
2,79,84
2,79,88
2,79,92
2,79,97
2,82,88
2,83,90
2,83,96
2,83,98
2,85,91
2,85,92
2,85,97
2,85,99
2,86,100
2,88,89
2,89,95
2,90,93
2,90,98
2,90,100
2,91,98
2,94,100
2,95,96
2,98,99
2,98,100
3,0,2
3,0,9
3,0,53
3,0,57
3,0,58
3,0,75
3,0,79
3,0,91
3,0,95
3,1,12
3,1,20
3,1,21
3,1,27
3,1,35
3,1,57
3,1,99
3,2,4
3,2,9
3,2,11
3,2,12
3,2,18
3,2,28
3,2,35
3,2,41
3,2,46
3,2,65
3,2,82
3,2,88
3,3,13
3,3,23
3,3,25
3,3,31
3,3,38
3,3,42
3,3,43
3,3,44
3,3,48
3,3,54
3,3,57
3,3,61
3,3,78
3,3,80
3,4,30
3,4,46
3,4,74
3,4,93
3,5,6
3,5,9
3,5,17
3,5,30
3,5,46
3,5,47
3,5,69
3,5,71
3,5,88
3,5,91
3,6,7
3,6,9
3,6,11
3,6,20
3,6,24
3,6,41
3,6,43
3,6,47
3,6,80
3,6,82
3,6,91
3,7,16
3,7,29
3,7,33
3,7,44
3,7,48
3,7,65
3,7,95
3,7,96
3,8,20
3,8,23
3,8,28
3,8,32
3,8,36
3,8,46
3,8,48
3,8,52
3,8,65
3,8,68
3,8,72
3,8,77
3,8,87
3,8,88
3,8,90
3,9,14
3,9,16
3,9,47
3,9,79
3,9,81
3,9,88
3,10,13
3,10,14
3,10,15
3,10,17
3,10,22
3,10,30
3,10,36
3,10,47
3,10,52
3,10,58
3,10,73
3,10,77
3,10,94
3,10,95
3,11,18
3,11,23
3,11,35
3,11,40
3,11,63
3,11,81
3,11,85
3,11,93
3,12,13
3,12,33
3,12,38
3,12,49
3,12,56
3,12,59
3,12,65
3,12,69
3,12,72
3,12,73
3,12,89
3,13,19
3,13,30
3,13,35
3,13,39
3,13,40
3,13,45
3,13,55
3,13,56
3,13,59
3,13,61
3,13,67
3,13,77
3,13,89
3,13,94
3,13,95
3,14,26
3,14,27
3,14,31
3,14,37
3,14,39
3,14,43
3,14,44
3,14,57
3,14,81
3,14,89
3,15,20
3,15,30
3,15,32
3,15,34
3,15,38
3,15,39
3,15,46
3,15,59
3,15,60
3,15,61
3,15,62
3,15,68
3,15,73
3,15,78
3,15,79
3,15,80
3,15,88
3,15,93
3,16,17
3,16,18
3,16,28
3,16,30
3,16,34
3,16,40
3,16,43
3,16,44
3,16,51
3,16,55
3,16,60
3,16,72
3,16,97
3,17,33
3,17,36
3,17,37
3,17,40
3,17,47
3,17,63
3,17,66
3,17,68
3,17,84
3,17,86
3,17,93
3,18,32
3,18,34
3,18,36
3,18,40
3,18,43
3,18,45
3,18,47
3,18,56
3,18,65
3,18,72
3,18,80
3,18,90
3,18,97
3,19,21
3,19,25
3,19,27
3,19,34
3,19,40
3,19,42
3,19,74
3,19,83
3,20,27
3,20,28
3,20,34
3,20,36
3,20,44
3,20,51
3,20,60
3,20,64
3,20,69
3,20,84
3,20,89
3,20,98
3,21,22
3,21,58
3,21,73
3,21,78
3,21,82
3,22,32
3,22,41
3,22,44
3,22,48
3,22,55
3,22,56
3,22,58
3,22,63
3,22,64
3,22,67
3,22,88
3,22,89
3,22,91
3,23,29
3,23,32
3,23,33
3,23,35
3,23,40
3,23,64
3,23,80
3,23,88
3,23,90
3,23,92
3,23,95
3,24,29
3,24,34
3,24,37
3,24,57
3,24,62
3,24,65
3,24,68
3,24,75
3,24,76
3,24,82
3,24,98
3,25,33
3,25,43
3,25,46
3,25,48
3,25,51
3,25,53
3,25,56
3,25,66
3,25,93
3,25,98
3,26,27
3,26,30
3,26,34
3,26,46
3,26,49
3,26,53
3,26,66
3,26,83
3,26,92
3,26,97
3,26,99
3,27,30
3,27,31
3,27,38
3,27,39
3,27,47
3,27,48
3,27,53
3,27,55
3,27,79
3,27,97
3,27,100
3,28,39
3,28,44
3,28,46
3,28,48
3,28,68
3,28,94
3,28,99
3,29,30
3,29,31
3,29,34
3,29,41
3,29,50
3,29,69
3,29,70
3,29,75
3,29,76
3,29,88
3,29,89
3,30,50
3,30,61
3,30,83
3,30,86
3,30,96
3,31,42
3,31,44
3,31,53
3,31,57
3,31,61
3,31,68
3,31,74
3,31,84
3,32,45
3,32,47
3,32,50
3,32,51
3,32,56
3,32,59
3,32,72
3,32,75
3,32,83
3,32,86
3,32,87
3,32,88
3,32,89
3,33,48
3,33,60
3,33,71
3,33,82
3,33,95
3,33,99
3,34,40
3,34,60
3,34,63
3,34,65
3,34,78
3,34,79
3,35,41
3,35,43
3,35,53
3,35,68
3,35,70
3,35,71
3,35,74
3,35,81
3,35,96
3,35,100
3,36,38
3,36,52
3,36,61
3,36,74
3,36,76
3,37,44
3,37,54
3,37,62
3,37,78
3,37,92
3,37,98
3,38,39
3,38,54
3,39,46
3,39,53
3,39,56
3,39,57
3,39,62
3,39,65
3,39,71
3,39,81
3,39,84
3,39,89
3,39,97
3,39,98
3,40,45
3,40,46
3,40,47
3,40,58
3,40,67
3,40,71
3,40,87
3,40,88
3,40,94
3,41,47
3,41,60
3,41,82
3,41,86
3,41,90
3,41,93
3,42,48
3,42,66
3,42,67
3,42,71
3,42,74
3,42,92
3,42,93
3,43,45
3,43,51
3,43,52
3,43,53
3,43,57
3,43,82
3,43,85
3,43,86
3,43,88
3,43,92
3,43,95
3,44,49
3,44,77
3,44,82
3,44,87
3,44,91
3,44,95
3,45,46
3,45,49
3,45,72
3,45,74
3,45,92
3,45,93
3,46,47
3,46,48
3,46,58
3,46,80
3,46,85
3,46,95
3,46,100
3,47,48
3,47,70
3,47,73
3,47,99
3,48,50
3,48,55
3,48,60
3,48,80
3,48,82
3,48,84
3,48,91
3,49,54
3,49,56
3,49,57
3,49,62
3,49,64
3,50,57
3,50,65
3,50,68
3,50,82
3,50,93
3,50,94
3,51,54
3,51,58
3,51,61
3,51,63
3,51,68
3,51,70
3,51,89
3,51,91
3,51,93
3,51,96
3,52,54
3,52,70
3,52,79
3,52,89
3,52,90
3,52,95
3,52,98
3,53,56
3,53,60
3,53,71
3,53,84
3,53,87
3,53,98
3,54,65
3,54,78
3,54,82
3,54,83
3,54,86
3,54,97
3,55,59
3,55,74
3,55,81
3,55,87
3,55,92
3,56,67
3,56,74
3,56,78
3,56,88
3,56,89
3,57,61
3,57,77
3,57,80
3,57,90
3,57,94
3,57,95
3,58,67
3,58,71
3,58,83
3,58,90
3,59,62
3,59,67
3,59,70
3,59,73
3,59,76
3,60,84
3,60,97
3,61,66
3,61,67
3,61,71
3,61,72
3,61,79
3,61,82
3,61,99
3,62,63
3,62,65
3,62,69
3,62,85
3,62,87
3,62,94
3,63,75
3,63,81
3,63,82
3,63,85
3,63,93
3,63,96
3,64,75
3,64,99
3,65,66
3,65,72
3,65,92
3,65,97
3,66,85
3,66,86
3,66,90
3,67,83
3,67,97
3,68,74
3,68,76
3,68,78
3,68,92
3,69,91
3,69,92
3,70,71
3,71,75
3,71,77
3,71,82
3,72,74
3,72,81
3,72,99
3,73,76
3,73,79
3,73,85
3,73,100
3,74,80
3,74,94
3,74,95
3,74,99
3,75,87
3,75,92
3,76,84
3,76,85
3,77,78
3,77,80
3,77,83
3,77,88
3,77,97
3,77,98
3,77,99
3,78,79
3,78,87
3,78,91
3,78,93
3,79,93
3,81,82
3,81,93
3,82,87
3,82,89
3,83,85
3,83,86
3,83,88
3,84,97
3,84,100
3,85,86
3,85,90
3,85,98
3,86,94
3,87,92
3,88,89
3,89,92
3,89,94
3,89,99
3,89,100
3,92,95
3,93,100
3,94,95
3,94,100
4,0,14
4,0,19
4,0,21
4,0,27
4,0,28
4,0,40
4,0,42
4,0,44
4,0,45
4,0,51
4,0,64
4,0,67
4,0,80
4,0,85
4,0,89
4,0,96
4,1,7
4,1,9
4,1,13
4,1,26
4,1,31
4,1,32
4,1,39
4,1,53
4,1,56
4,1,72
4,1,75
4,1,80
4,1,90
4,1,96
4,2,12
4,2,18
4,2,20
4,2,30
4,2,53
4,2,69
4,2,78
4,2,87
4,2,89
4,2,91
4,3,21
4,3,32
4,3,43
4,3,48
4,3,60
4,3,99
4,4,6
4,4,7
4,4,12
4,4,26
4,4,41
4,4,44
4,4,49
4,4,54
4,4,57
4,4,58
4,4,74
4,4,98
4,4,100
4,5,18
4,5,19
4,5,22
4,5,28
4,5,40
4,5,46
4,5,48
4,5,55
4,5,61
4,5,64
4,5,65
4,5,67
4,5,68
4,5,73
4,5,97
4,5,101
4,6,8
4,6,13
4,6,16
4,6,24
4,6,33
4,6,38
4,6,54
4,6,67
4,6,82
4,6,92
4,7,10
4,7,19
4,7,30
4,7,32
4,7,34
4,7,54
4,7,57
4,7,61
4,7,65
4,7,73
4,7,79
4,7,93
4,7,94
4,8,16
4,8,25
4,8,26
4,8,39
4,8,45
4,8,47
4,8,51
4,8,54
4,8,66
4,8,73
4,8,83
4,8,84
4,8,91
4,8,92
4,9,16
4,9,21
4,9,24
4,9,40
4,9,56
4,9,58
4,9,63
4,9,74
4,9,78
4,9,88
4,9,101
4,10,16
4,10,37
4,10,38
4,10,39
4,10,45
4,10,71
4,10,77
4,10,82
4,10,85
4,10,89
4,10,99
4,11,20
4,11,32
4,11,37
4,11,45
4,11,65
4,11,70
4,11,85
4,12,14
4,12,17
4,12,55
4,12,56
4,12,62
4,12,73
4,12,84
4,13,18
